:Interfaces
:$Location,$InstanceName,$InstanceTemplateIdentifier,$InterfacePath,$InterfaceIdentifier
Root\P12\Distribution,P1204_OV,$ValveGP,Control\ExternalControl,BoolVar
Root\P12\Distribution,P1204_OV,$ValveGP,Control\ExternalControl,DINPUTSignalExt
Root\P12\Distribution,P1204_OV,$ValveGP,Control\OP,BoolVar
Root\P12\Distribution,P1204_OV,$ValveGP,Control\OP,DOUTPUTSignalExt
Root\P12\Distribution,P1204_OV,$ValveGP,Control\LocalPanel\Logic,PBLightSignalToVar
Root\P12\Distribution,P1204_OV,$ValveGP,Control\LocalPanel\Logic,Name
Root\P12\Distribution,P1204_OV,$ValveGP,Control\LocalPanel\Logic,VALVELPST
Root\P12\Distribution,P1204_OV,$ValveGP,Control\LocalPanel\LPMode,BoolVar
Root\P12\Distribution,P1204_OV,$ValveGP,Control\LocalPanel\LPMode,DINPUTSignalExt
Root\P12\Distribution,P1204_OV,$ValveGP,Control\LocalPanel\ZeroMode,BoolVar
Root\P12\Distribution,P1204_OV,$ValveGP,Control\LocalPanel\ZeroMode,DINPUTSignalExt
Root\P12\Distribution,P1204_OV,$ValveGP,Control\LocalPanel\CSMode,BoolVar
Root\P12\Distribution,P1204_OV,$ValveGP,Control\LocalPanel\CSMode,DINPUTSignalExt
Root\P12\Distribution,P1204_OV,$ValveGP,Control\LocalPanel\OffPB,BoolVar
Root\P12\Distribution,P1204_OV,$ValveGP,Control\LocalPanel\OffPB,DINPUTSignalExt
Root\P12\Distribution,P1204_OV,$ValveGP,Control\LocalPanel\OnPB,BoolVar
Root\P12\Distribution,P1204_OV,$ValveGP,Control\LocalPanel\OnPB,DINPUTSignalExt
Root\P12\Distribution,P1204_OV,$ValveGP,Control\LocalPanel\PBLight,BoolVar
Root\P12\Distribution,P1204_OV,$ValveGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\P12\Distribution,P1204_OV,$ValveGP,Control\Maintenance\Logic,Name
Root\P12\Distribution,P1204_OV,$ValveGP,,NullInterfaceRoleA
Root\P12\Distribution,P1204_OV,$ValveGP,,NullInterfaceRoleB
Root\P12\Distribution,P1205_IV,$ValveGP,Control,ValveOP
Root\P12\Distribution,P1205_IV,$ValveGP,Control,ILCK
Root\P12\Distribution,P1205_IV,$ValveGP,Control\Valve\Logic,RSP
Root\P12\Distribution,P1205_IV,$ValveGP,Control\Valve\Logic,OpenPOS
Root\P12\Distribution,P1205_IV,$ValveGP,Control\Valve\Logic,ClosePOS
Root\P12\Distribution,P1205_IV,$ValveGP,Control\OpenPosition,BoolVar
Root\P12\Distribution,P1205_IV,$ValveGP,Control\OpenPosition,DINPUTSignalExt
Root\P12\Distribution,P1205_IV,$ValveGP,Control\ClosePosition,BoolVar
Root\P12\Distribution,P1205_IV,$ValveGP,Control\ClosePosition,DINPUTSignalExt
Root\P12\Distribution,P1205_IV,$ValveGP,Control\ExternalControl,BoolVar
Root\P12\Distribution,P1205_IV,$ValveGP,Control\ExternalControl,DINPUTSignalExt
Root\P12\Distribution,P1205_IV,$ValveGP,Control\OP,BoolVar
Root\P12\Distribution,P1205_IV,$ValveGP,Control\OP,DOUTPUTSignalExt
Root\P12\Distribution,P1205_IV,$ValveGP,Control\LocalPanel\Logic,PBLightSignalToVar
Root\P12\Distribution,P1205_IV,$ValveGP,Control\LocalPanel\Logic,Name
Root\P12\Distribution,P1205_IV,$ValveGP,Control\LocalPanel\Logic,VALVELPST
Root\P12\Distribution,P1205_IV,$ValveGP,Control\LocalPanel\LPMode,BoolVar
Root\P12\Distribution,P1205_IV,$ValveGP,Control\LocalPanel\LPMode,DINPUTSignalExt
Root\P12\Distribution,P1205_IV,$ValveGP,Control\LocalPanel\ZeroMode,BoolVar
Root\P12\Distribution,P1205_IV,$ValveGP,Control\LocalPanel\ZeroMode,DINPUTSignalExt
Root\P12\Distribution,P1205_IV,$ValveGP,Control\LocalPanel\CSMode,BoolVar
Root\P12\Distribution,P1205_IV,$ValveGP,Control\LocalPanel\CSMode,DINPUTSignalExt
Root\P12\Distribution,P1205_IV,$ValveGP,Control\LocalPanel\OffPB,BoolVar
Root\P12\Distribution,P1205_IV,$ValveGP,Control\LocalPanel\OffPB,DINPUTSignalExt
Root\P12\Distribution,P1205_IV,$ValveGP,Control\LocalPanel\OnPB,BoolVar
Root\P12\Distribution,P1205_IV,$ValveGP,Control\LocalPanel\OnPB,DINPUTSignalExt
Root\P12\Distribution,P1205_IV,$ValveGP,Control\LocalPanel\PBLight,BoolVar
Root\P12\Distribution,P1205_IV,$ValveGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\P12\Distribution,P1205_IV,$ValveGP,Control\Maintenance\Logic,Name
Root\P12\Distribution,P1205_IV,$ValveGP,,NullInterfaceRoleA
Root\P12\Distribution,P1205_IV,$ValveGP,,NullInterfaceRoleB
Root\P12\Distribution,P1205_OV,$ValveGP,Control,ValveOP
Root\P12\Distribution,P1205_OV,$ValveGP,Control,ILCK
Root\P12\Distribution,P1205_OV,$ValveGP,Control\Valve\Logic,RSP
Root\P12\Distribution,P1205_OV,$ValveGP,Control\Valve\Logic,OpenPOS
Root\P12\Distribution,P1205_OV,$ValveGP,Control\Valve\Logic,ClosePOS
Root\P12\Distribution,P1205_OV,$ValveGP,Control\OpenPosition,BoolVar
Root\P12\Distribution,P1205_OV,$ValveGP,Control\OpenPosition,DINPUTSignalExt
Root\P12\Distribution,P1205_OV,$ValveGP,Control\ClosePosition,BoolVar
Root\P12\Distribution,P1205_OV,$ValveGP,Control\ClosePosition,DINPUTSignalExt
Root\P12\Distribution,P1205_OV,$ValveGP,Control\ExternalControl,BoolVar
Root\P12\Distribution,P1205_OV,$ValveGP,Control\ExternalControl,DINPUTSignalExt
Root\P12\Distribution,P1205_OV,$ValveGP,Control\OP,BoolVar
Root\P12\Distribution,P1205_OV,$ValveGP,Control\OP,DOUTPUTSignalExt
Root\P12\Distribution,P1205_OV,$ValveGP,Control\LocalPanel\Logic,PBLightSignalToVar
Root\P12\Distribution,P1205_OV,$ValveGP,Control\LocalPanel\Logic,Name
Root\P12\Distribution,P1205_OV,$ValveGP,Control\LocalPanel\Logic,VALVELPST
Root\P12\Distribution,P1205_OV,$ValveGP,Control\LocalPanel\LPMode,BoolVar
Root\P12\Distribution,P1205_OV,$ValveGP,Control\LocalPanel\LPMode,DINPUTSignalExt
Root\P12\Distribution,P1205_OV,$ValveGP,Control\LocalPanel\ZeroMode,BoolVar
Root\P12\Distribution,P1205_OV,$ValveGP,Control\LocalPanel\ZeroMode,DINPUTSignalExt
Root\P12\Distribution,P1205_OV,$ValveGP,Control\LocalPanel\CSMode,BoolVar
Root\P12\Distribution,P1205_OV,$ValveGP,Control\LocalPanel\CSMode,DINPUTSignalExt
Root\P12\Distribution,P1205_OV,$ValveGP,Control\LocalPanel\OffPB,BoolVar
Root\P12\Distribution,P1205_OV,$ValveGP,Control\LocalPanel\OffPB,DINPUTSignalExt
Root\P12\Distribution,P1205_OV,$ValveGP,Control\LocalPanel\OnPB,BoolVar
Root\P12\Distribution,P1205_OV,$ValveGP,Control\LocalPanel\OnPB,DINPUTSignalExt
Root\P12\Distribution,P1205_OV,$ValveGP,Control\LocalPanel\PBLight,BoolVar
Root\P12\Distribution,P1205_OV,$ValveGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\P12\Distribution,P1205_OV,$ValveGP,Control\Maintenance\Logic,Name
Root\P12\Distribution,P1205_OV,$ValveGP,,NullInterfaceRoleA
Root\P12\Distribution,P1205_OV,$ValveGP,,NullInterfaceRoleB
Root\P12\Distribution,P1206_IV,$ValveGP,Control,ValveOP
Root\P12\Distribution,P1206_IV,$ValveGP,Control,ILCK
Root\P12\Distribution,P1206_IV,$ValveGP,Control\Valve\Logic,RSP
Root\P12\Distribution,P1206_IV,$ValveGP,Control\Valve\Logic,OpenPOS
Root\P12\Distribution,P1206_IV,$ValveGP,Control\Valve\Logic,ClosePOS
Root\P12\Distribution,P1206_IV,$ValveGP,Control\OpenPosition,BoolVar
Root\P12\Distribution,P1206_IV,$ValveGP,Control\OpenPosition,DINPUTSignalExt
Root\P12\Distribution,P1206_IV,$ValveGP,Control\ClosePosition,BoolVar
Root\P12\Distribution,P1206_IV,$ValveGP,Control\ClosePosition,DINPUTSignalExt
Root\P12\Distribution,P1206_IV,$ValveGP,Control\ExternalControl,BoolVar
Root\P12\Distribution,P1206_IV,$ValveGP,Control\ExternalControl,DINPUTSignalExt
Root\P12\Distribution,P1206_IV,$ValveGP,Control\OP,BoolVar
Root\P12\Distribution,P1206_IV,$ValveGP,Control\OP,DOUTPUTSignalExt
Root\P12\Distribution,P1206_IV,$ValveGP,Control\LocalPanel\Logic,PBLightSignalToVar
Root\P12\Distribution,P1206_IV,$ValveGP,Control\LocalPanel\Logic,Name
Root\P12\Distribution,P1206_IV,$ValveGP,Control\LocalPanel\Logic,VALVELPST
Root\P12\Distribution,P1206_IV,$ValveGP,Control\LocalPanel\LPMode,BoolVar
Root\P12\Distribution,P1206_IV,$ValveGP,Control\LocalPanel\LPMode,DINPUTSignalExt
Root\P12\Distribution,P1206_IV,$ValveGP,Control\LocalPanel\ZeroMode,BoolVar
Root\P12\Distribution,P1206_IV,$ValveGP,Control\LocalPanel\ZeroMode,DINPUTSignalExt
Root\P12\Distribution,P1206_IV,$ValveGP,Control\LocalPanel\CSMode,BoolVar
Root\P12\Distribution,P1206_IV,$ValveGP,Control\LocalPanel\CSMode,DINPUTSignalExt
Root\P12\Distribution,P1206_IV,$ValveGP,Control\LocalPanel\OffPB,BoolVar
Root\P12\Distribution,P1206_IV,$ValveGP,Control\LocalPanel\OffPB,DINPUTSignalExt
Root\P12\Distribution,P1206_IV,$ValveGP,Control\LocalPanel\OnPB,BoolVar
Root\P12\Distribution,P1206_IV,$ValveGP,Control\LocalPanel\OnPB,DINPUTSignalExt
Root\P12\Distribution,P1206_IV,$ValveGP,Control\LocalPanel\PBLight,BoolVar
Root\P12\Distribution,P1206_IV,$ValveGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\P12\Distribution,P1206_IV,$ValveGP,Control\Maintenance\Logic,Name
Root\P12\Distribution,P1206_IV,$ValveGP,,NullInterfaceRoleA
Root\P12\Distribution,P1206_IV,$ValveGP,,NullInterfaceRoleB
Root\P12\Distribution,FIC1201,$PIDGP,Control,ILCK
Root\P12\Distribution,FIC1201,$PIDGP,Control\PID\Logic,PV
Root\P12\Distribution,FIC1201,$PIDGP,Control\PID\Logic,PVRange
Root\P12\Distribution,FIC1201,$PIDGP,Control\PID\Logic,RSP
Root\P12\Distribution,FIC1201,$PIDGP,Control\PID\Logic,ILCKOP
Root\P12\Distribution,FIC1201,$PIDGP,Control\PID\Logic,Name
Root\P12\Distribution,FIC1201,$PIDGP,Control\PID\Logic,OUTRange
Root\P12\Distribution,FIC1201,$PIDGP,Control\PID\Logic,OUTRanged
Root\P12\Distribution,FIC1201,$PIDGP,Control\PID\Logic,OUTRangedwTrack
Root\P12\Distribution,FIC1201,$PIDGP,Control\Interlocks\Group1,DisCond
Root\P12\Distribution,FIC1201,$PIDGP,Control\Interlocks\Group1,BypassCond
Root\P12\Distribution,FIC1201,$PIDGP,Control\Interlocks\Group1,ILCK
Root\P12\Distribution,FIC1201,$PIDGP,Control\Interlocks\Group1,Name
Root\P12\Distribution,FIC1201,$PIDGP,Control\Alarms\LimitAlarm,HHWATCH
Root\P12\Distribution,FIC1201,$PIDGP,Control\Alarms\LimitAlarm,HWATCH
Root\P12\Distribution,FIC1201,$PIDGP,Control\Alarms\LimitAlarm,LWATCH
Root\P12\Distribution,FIC1201,$PIDGP,Control\Alarms\LimitAlarm,LLWATCH
Root\P12\Distribution,FIC1201,$PIDGP,Control\Alarms\LimitAlarm,Name
Root\P12\Distribution,FIC1201,$PIDGP,Control\Alarms\DeviationAlarm,DWATCH
Root\P12\Distribution,FIC1201,$PIDGP,Control\Alarms\DeviationAlarm,Name
Root\P12\Distribution,FIC1201,$PIDGP,Supervision\Data\DeviationAlarm,OptimalRangeHi
Root\P12\Distribution,FIC1201,$PIDGP,Supervision\Data\DeviationAlarm,OptimalRangeLo
Root\P12\Distribution,FIC1201,$PIDGP,Control\PID\Logic,PVLoop
Root\P12\Distribution,FIC1201,$PIDGP,,NullInterfaceRoleA
Root\P12\Distribution,FIC1201,$PIDGP,,NullInterfaceRoleB
Root\P12\Distribution,FIC1201AL,$AnalogLinearGP,Control\Logic,X
Root\P12\Distribution,FIC1201AL,$AnalogLinearGP,Control\Logic,Y
Root\P12\Distribution,FIC1201AL,$AnalogLinearGP,Control\Logic,ALinearName
Root\P12\Distribution,FIC1201AL,$AnalogLinearGP,,NullInterfaceRoleA
Root\P12\Distribution,FIC1201AL,$AnalogLinearGP,,NullInterfaceRoleB
Root\P12\Distribution,FIC1202AL,$AnalogLinearGP,Control\Logic,X
Root\P12\Distribution,FIC1202AL,$AnalogLinearGP,Control\Logic,ALinearName
Root\P12\Distribution,FIC1202AL,$AnalogLinearGP,,NullInterfaceRoleA
Root\P12\Distribution,FIC1202AL,$AnalogLinearGP,,NullInterfaceRoleB
Root\P12\Distribution,FI1201,$AnalogInputGP,Control,PVQ
Root\P12\Distribution,FI1201,$AnalogInputGP,Control\AnalogInput\Logic,Name
Root\P12\Distribution,FI1201,$AnalogInputGP,Control\AnalogInput\AnalogInput,IntVar
Root\P12\Distribution,FI1201,$AnalogInputGP,Control\AnalogInput\AnalogInput,AINPUTSignalExt
Root\P12\Distribution,FI1201,$AnalogInputGP,Control\AnalogInput\Logic,ExtPVQ
Root\P12\Distribution,FI1201,$AnalogInputGP,Control\AnalogAlarms\Logic,HHWATCH
Root\P12\Distribution,FI1201,$AnalogInputGP,Control\AnalogAlarms\Logic,HWATCH
Root\P12\Distribution,FI1201,$AnalogInputGP,Control\AnalogAlarms\Logic,DWATCH
Root\P12\Distribution,FI1201,$AnalogInputGP,Control\AnalogAlarms\Logic,LWATCH
Root\P12\Distribution,FI1201,$AnalogInputGP,Control\AnalogAlarms\Logic,LLWATCH
Root\P12\Distribution,FI1201,$AnalogInputGP,Control\AnalogAlarms\Logic,Name
Root\P12\Distribution,FI1201,$AnalogInputGP,Control\AnalogInput\Logic,PVLoop
Root\P12\Distribution,FI1201,$AnalogInputGP,,NullInterfaceRoleA
Root\P12\Distribution,FI1201,$AnalogInputGP,,NullInterfaceRoleB
Root\P12\Distribution,P1204RNG,$RangeGP,,NullInterfaceRoleA
Root\P12\Distribution,P1204RNG,$RangeGP,,NullInterfaceRoleB
Root\P12\Distribution,FIC1201RRNG,$RangeGP,,NullInterfaceRoleA
Root\P12\Distribution,FIC1201RRNG,$RangeGP,,NullInterfaceRoleB
Root\P12\Distribution,FIC1201RRNG,$RangeGP,Logic,AnalogRange
Root\P12\Distribution,P1206_OV,$ValveGP,Control,ValveOP
Root\P12\Distribution,P1206_OV,$ValveGP,Control,ILCK
Root\P12\Distribution,P1206_OV,$ValveGP,Control\Valve\Logic,RSP
Root\P12\Distribution,P1206_OV,$ValveGP,Control\Valve\Logic,OpenPOS
Root\P12\Distribution,P1206_OV,$ValveGP,Control\Valve\Logic,ClosePOS
Root\P12\Distribution,P1206_OV,$ValveGP,Control\OpenPosition,BoolVar
Root\P12\Distribution,P1206_OV,$ValveGP,Control\OpenPosition,DINPUTSignalExt
Root\P12\Distribution,P1206_OV,$ValveGP,Control\ClosePosition,BoolVar
Root\P12\Distribution,P1206_OV,$ValveGP,Control\ClosePosition,DINPUTSignalExt
Root\P12\Distribution,P1206_OV,$ValveGP,Control\ExternalControl,BoolVar
Root\P12\Distribution,P1206_OV,$ValveGP,Control\ExternalControl,DINPUTSignalExt
Root\P12\Distribution,P1206_OV,$ValveGP,Control\OP,BoolVar
Root\P12\Distribution,P1206_OV,$ValveGP,Control\OP,DOUTPUTSignalExt
Root\P12\Distribution,P1206_OV,$ValveGP,Control\LocalPanel\Logic,PBLightSignalToVar
Root\P12\Distribution,P1206_OV,$ValveGP,Control\LocalPanel\Logic,Name
Root\P12\Distribution,P1206_OV,$ValveGP,Control\LocalPanel\Logic,VALVELPST
Root\P12\Distribution,P1206_OV,$ValveGP,Control\LocalPanel\LPMode,BoolVar
Root\P12\Distribution,P1206_OV,$ValveGP,Control\LocalPanel\LPMode,DINPUTSignalExt
Root\P12\Distribution,P1206_OV,$ValveGP,Control\LocalPanel\ZeroMode,BoolVar
Root\P12\Distribution,P1206_OV,$ValveGP,Control\LocalPanel\ZeroMode,DINPUTSignalExt
Root\P12\Distribution,P1206_OV,$ValveGP,Control\LocalPanel\CSMode,BoolVar
Root\P12\Distribution,P1206_OV,$ValveGP,Control\LocalPanel\CSMode,DINPUTSignalExt
Root\P12\Distribution,P1206_OV,$ValveGP,Control\LocalPanel\OffPB,BoolVar
Root\P12\Distribution,P1206_OV,$ValveGP,Control\LocalPanel\OffPB,DINPUTSignalExt
Root\P12\Distribution,P1206_OV,$ValveGP,Control\LocalPanel\OnPB,BoolVar
Root\P12\Distribution,P1206_OV,$ValveGP,Control\LocalPanel\OnPB,DINPUTSignalExt
Root\P12\Distribution,P1206_OV,$ValveGP,Control\LocalPanel\PBLight,BoolVar
Root\P12\Distribution,P1206_OV,$ValveGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\P12\Distribution,P1206_OV,$ValveGP,Control\Maintenance\Logic,Name
Root\P12\Distribution,P1206_OV,$ValveGP,,NullInterfaceRoleA
Root\P12\Distribution,P1206_OV,$ValveGP,,NullInterfaceRoleB
Root\P12\Distribution,V1211,$ValveGP,Control,ValveOP
Root\P12\Distribution,V1211,$ValveGP,Control,ILCK
Root\P12\Distribution,V1211,$ValveGP,Control\Valve\Logic,RSP
Root\P12\Distribution,V1211,$ValveGP,Control\Valve\Logic,Name
Root\P12\Distribution,V1211,$ValveGP,Control\Valve\Logic,OpenPOS
Root\P12\Distribution,V1211,$ValveGP,Control\Valve\Logic,ClosePOS
Root\P12\Distribution,V1211,$ValveGP,Control\OpenPosition,BoolVar
Root\P12\Distribution,V1211,$ValveGP,Control\OpenPosition,DINPUTSignalExt
Root\P12\Distribution,V1211,$ValveGP,Control\ClosePosition,BoolVar
Root\P12\Distribution,V1211,$ValveGP,Control\ClosePosition,DINPUTSignalExt
Root\P12\Distribution,V1211,$ValveGP,Control\ExternalControl,BoolVar
Root\P12\Distribution,V1211,$ValveGP,Control\ExternalControl,DINPUTSignalExt
Root\P12\Distribution,V1211,$ValveGP,Control\OP,BoolVar
Root\P12\Distribution,V1211,$ValveGP,Control\OP,DOUTPUTSignalExt
Root\P12\Distribution,V1211,$ValveGP,Control\LocalPanel\Logic,PBLightSignalToVar
Root\P12\Distribution,V1211,$ValveGP,Control\LocalPanel\Logic,Name
Root\P12\Distribution,V1211,$ValveGP,Control\LocalPanel\Logic,VALVELPST
Root\P12\Distribution,V1211,$ValveGP,Control\LocalPanel\LPMode,BoolVar
Root\P12\Distribution,V1211,$ValveGP,Control\LocalPanel\LPMode,DINPUTSignalExt
Root\P12\Distribution,V1211,$ValveGP,Control\LocalPanel\ZeroMode,BoolVar
Root\P12\Distribution,V1211,$ValveGP,Control\LocalPanel\ZeroMode,DINPUTSignalExt
Root\P12\Distribution,V1211,$ValveGP,Control\LocalPanel\CSMode,BoolVar
Root\P12\Distribution,V1211,$ValveGP,Control\LocalPanel\CSMode,DINPUTSignalExt
Root\P12\Distribution,V1211,$ValveGP,Control\LocalPanel\OffPB,BoolVar
Root\P12\Distribution,V1211,$ValveGP,Control\LocalPanel\OffPB,DINPUTSignalExt
Root\P12\Distribution,V1211,$ValveGP,Control\LocalPanel\OnPB,BoolVar
Root\P12\Distribution,V1211,$ValveGP,Control\LocalPanel\OnPB,DINPUTSignalExt
Root\P12\Distribution,V1211,$ValveGP,Control\LocalPanel\PBLight,BoolVar
Root\P12\Distribution,V1211,$ValveGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\P12\Distribution,V1211,$ValveGP,Control\Maintenance\Logic,Name
Root\P12\Distribution,V1211,$ValveGP,,NullInterfaceRoleA
Root\P12\Distribution,V1211,$ValveGP,,NullInterfaceRoleB
Root\P12\Distribution,V1212,$ValveGP,Control,ValveOP
Root\P12\Distribution,V1212,$ValveGP,Control,ILCK
Root\P12\Distribution,V1212,$ValveGP,Control\Valve\Logic,RSP
Root\P12\Distribution,V1212,$ValveGP,Control\Valve\Logic,Name
Root\P12\Distribution,V1212,$ValveGP,Control\Valve\Logic,OpenPOS
Root\P12\Distribution,V1212,$ValveGP,Control\Valve\Logic,ClosePOS
Root\P12\Distribution,V1212,$ValveGP,Control\OpenPosition,BoolVar
Root\P12\Distribution,V1212,$ValveGP,Control\OpenPosition,DINPUTSignalExt
Root\P12\Distribution,V1212,$ValveGP,Control\ClosePosition,BoolVar
Root\P12\Distribution,V1212,$ValveGP,Control\ClosePosition,DINPUTSignalExt
Root\P12\Distribution,V1212,$ValveGP,Control\ExternalControl,BoolVar
Root\P12\Distribution,V1212,$ValveGP,Control\ExternalControl,DINPUTSignalExt
Root\P12\Distribution,V1212,$ValveGP,Control\OP,BoolVar
Root\P12\Distribution,V1212,$ValveGP,Control\OP,DOUTPUTSignalExt
Root\P12\Distribution,V1212,$ValveGP,Control\LocalPanel\Logic,PBLightSignalToVar
Root\P12\Distribution,V1212,$ValveGP,Control\LocalPanel\Logic,Name
Root\P12\Distribution,V1212,$ValveGP,Control\LocalPanel\Logic,VALVELPST
Root\P12\Distribution,V1212,$ValveGP,Control\LocalPanel\LPMode,BoolVar
Root\P12\Distribution,V1212,$ValveGP,Control\LocalPanel\LPMode,DINPUTSignalExt
Root\P12\Distribution,V1212,$ValveGP,Control\LocalPanel\ZeroMode,BoolVar
Root\P12\Distribution,V1212,$ValveGP,Control\LocalPanel\ZeroMode,DINPUTSignalExt
Root\P12\Distribution,V1212,$ValveGP,Control\LocalPanel\CSMode,BoolVar
Root\P12\Distribution,V1212,$ValveGP,Control\LocalPanel\CSMode,DINPUTSignalExt
Root\P12\Distribution,V1212,$ValveGP,Control\LocalPanel\OffPB,BoolVar
Root\P12\Distribution,V1212,$ValveGP,Control\LocalPanel\OffPB,DINPUTSignalExt
Root\P12\Distribution,V1212,$ValveGP,Control\LocalPanel\OnPB,BoolVar
Root\P12\Distribution,V1212,$ValveGP,Control\LocalPanel\OnPB,DINPUTSignalExt
Root\P12\Distribution,V1212,$ValveGP,Control\LocalPanel\PBLight,BoolVar
Root\P12\Distribution,V1212,$ValveGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\P12\Distribution,V1212,$ValveGP,Control\Maintenance\Logic,Name
Root\P12\Distribution,V1212,$ValveGP,,NullInterfaceRoleA
Root\P12\Distribution,V1212,$ValveGP,,NullInterfaceRoleB
Root\P12\Distribution,V1213,$ValveGP,Control,ValveOP
Root\P12\Distribution,V1213,$ValveGP,Control,ILCK
Root\P12\Distribution,V1213,$ValveGP,Control\Valve\Logic,RSP
Root\P12\Distribution,V1213,$ValveGP,Control\Valve\Logic,Name
Root\P12\Distribution,V1213,$ValveGP,Control\Valve\Logic,OpenPOS
Root\P12\Distribution,V1213,$ValveGP,Control\Valve\Logic,ClosePOS
Root\P12\Distribution,V1213,$ValveGP,Control\OpenPosition,BoolVar
Root\P12\Distribution,V1213,$ValveGP,Control\OpenPosition,DINPUTSignalExt
Root\P12\Distribution,V1213,$ValveGP,Control\ClosePosition,BoolVar
Root\P12\Distribution,V1213,$ValveGP,Control\ClosePosition,DINPUTSignalExt
Root\P12\Distribution,V1213,$ValveGP,Control\ExternalControl,BoolVar
Root\P12\Distribution,V1213,$ValveGP,Control\ExternalControl,DINPUTSignalExt
Root\P12\Distribution,V1213,$ValveGP,Control\OP,BoolVar
Root\P12\Distribution,V1213,$ValveGP,Control\OP,DOUTPUTSignalExt
Root\P12\Distribution,V1213,$ValveGP,Control\LocalPanel\Logic,PBLightSignalToVar
Root\P12\Distribution,V1213,$ValveGP,Control\LocalPanel\Logic,Name
Root\P12\Distribution,V1213,$ValveGP,Control\LocalPanel\Logic,VALVELPST
Root\P12\Distribution,V1213,$ValveGP,Control\LocalPanel\LPMode,BoolVar
Root\P12\Distribution,V1213,$ValveGP,Control\LocalPanel\LPMode,DINPUTSignalExt
Root\P12\Distribution,V1213,$ValveGP,Control\LocalPanel\ZeroMode,BoolVar
Root\P12\Distribution,V1213,$ValveGP,Control\LocalPanel\ZeroMode,DINPUTSignalExt
Root\P12\Distribution,V1213,$ValveGP,Control\LocalPanel\CSMode,BoolVar
Root\P12\Distribution,V1213,$ValveGP,Control\LocalPanel\CSMode,DINPUTSignalExt
Root\P12\Distribution,V1213,$ValveGP,Control\LocalPanel\OffPB,BoolVar
Root\P12\Distribution,V1213,$ValveGP,Control\LocalPanel\OffPB,DINPUTSignalExt
Root\P12\Distribution,V1213,$ValveGP,Control\LocalPanel\OnPB,BoolVar
Root\P12\Distribution,V1213,$ValveGP,Control\LocalPanel\OnPB,DINPUTSignalExt
Root\P12\Distribution,V1213,$ValveGP,Control\LocalPanel\PBLight,BoolVar
Root\P12\Distribution,V1213,$ValveGP,Control\LocalPanel\PBLight,DOUTPUTSignalExt
Root\P12\Distribution,V1213,$ValveGP,Control\Maintenance\Logic,Name
Root\P12\Distribution,V1213,$ValveGP,,NullInterfaceRoleA
Root\P12\Distribution,V1213,$ValveGP,,NullInterfaceRoleB
Root\P12\Distribution,V1214,$ValveGP,Control,ValveOP
Root\P12\Distribution,V1214,$ValveGP,Control,ILCK
Root\P12\Distribution,V1214,$ValveGP,Control\Valve\Logic,RSP
Root\P12\Distribution,V1214,$ValveGP,Control\Valve\Logic,Name
Root\P12\Distribution,V1214,$ValveGP,Control\Valve\Logic,OpenPOS
Root\P12\Distribution,V1214,$ValveGP,Control\Valve\Logic,ClosePOS
Root\P12\Distribution,V1214,$ValveGP,Control\OpenPosition,BoolVar
Root\P12\Distribution,V1214,$ValveGP,Control\OpenPosition,DINPUTSignalExt
Root\P12\Distribution,V1214,$ValveGP,Control\ClosePosition,BoolVar
Root\P12\Distribution,V1214,$ValveGP,Control\ClosePosition,DINPUTSignalExt
Root\P12\Distribution,V1214,$ValveGP,Control\ExternalControl,BoolVar
Root\P12\Distribution,V1214,$ValveGP,Control\ExternalControl,DINPUTSignalExt
Root\P12\Distribution,V1214,$ValveGP,Control\OP,BoolVar
Root\P12\Distribution,V1214,$ValveGP,Control\OP,DOUTPUTSignalExt
Root\P12\Distribution,V1214,$ValveGP,Control\LocalPanel\Logic,PBLightSignalToVar
Root\P12\Distribution,V1214,$ValveGP,Control\LocalPanel\Logic,Name
Root\P12\Distribution,V1214,$ValveGP,Control\LocalPanel\Logic,VALVELPST
Root\P12\Distribution,V1214,$ValveGP,Control\LocalPanel\LPMode,BoolVar
Root\P12\Distribution,V1214,$ValveGP,Control\LocalPanel\LPMode,DINPUTSignalExt
Root\P12\Distribution,V1214,$ValveGP,Control\LocalPanel\ZeroMode,BoolVar
Root\P12\Distribution,V1214,$ValveGP,Control\LocalPanel\ZeroMode,DINPUTSignalExt
Root\P12\Distribution,V1214,$ValveGP,Control\LocalPanel\CSMode,BoolVar
Root\P12\Distribution,V1214,$ValveGP,Control\LocalPanel\CSMode,DINPUTSignalExt
Root\P12\Distribution,V1214,$ValveGP,Control\LocalPanel\OffPB,BoolVar
Root\P12\Distribution,V1214,$ValveGP,Control\LocalPanel\OffPB,DINPUTSignalExt
Root\P12\Distribution,V1214,$ValveGP,Control\LocalPanel\OnPB,BoolVar
Root\P12\Distribution,V1214,$ValveGP,Control\LocalPanel\OnPB,DINPUTSignalExt
Root\P12\Distribution,V1214,$ValveGP,Control\LocalPanel\PBLight,BoolVar
